metagenome	level 1	level 2	level 3	function	abundance	avg eValue	avg % ident	avg align len	# hits	
4698569.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	224	-24.30	94.87	56.88	12	
4698548.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	189	-21.77	95.27	52.89	18	
4698554.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	21	-25.00	94.72	57.57	5	
4698562.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	24	-21.08	93.07	52.46	6	
4698582.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	209	-23.29	94.70	55.60	19	
4698577.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	155	-23.17	95.41	54.65	13	
4698560.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	126	-23.36	95.67	55.21	21	
4698570.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	27	-22.43	92.80	55.43	11	
4698546.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	65	-24.00	95.84	56.46	15	
4698578.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	107	-24.14	94.29	57.33	17	
4698553.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	94	-23.58	98.03	54.68	13	
4698542.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	58	-18.02	94.86	46.72	16	
4698574.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	32	-20.53	92.72	51.60	12	
4698551.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	89	-21.85	96.47	52.44	15	
4698569.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	99	-24.92	98.71	56.29	11	
4698548.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	128	-21.50	95.18	52.88	17	
4698554.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	11	-19.45	95.59	49.55	4	
4698562.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	14	-23.93	94.31	57.50	7	
4698582.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	146	-22.01	95.50	53.61	22	
4698577.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	106	-25.96	96.09	59.65	18	
4698560.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	148	-24.48	95.12	57.37	21	
4698570.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	60	-18.64	94.04	48.64	20	
4698546.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	94	-21.38	94.31	52.72	19	
4698578.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	184	-22.44	92.00	55.49	23	
4698553.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	112	-25.23	95.59	58.26	18	
4698542.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	86	-20.07	95.92	49.58	18	
4698574.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	57	-18.18	95.03	46.91	17	
4698551.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	112	-20.39	95.12	50.71	20	
4698569.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	128	-24.41	95.79	56.96	18	
4698548.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	246	-22.70	94.24	54.92	27	
4698554.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	23	-20.09	92.42	51.23	11	
4698562.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	30	-20.29	92.11	52.39	13	
4698582.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	252	-22.19	94.33	53.69	27	
4698577.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	180	-23.16	95.20	55.25	25	
4698560.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	221	-21.79	90.18	57.55	17	
4698570.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	59	-20.90	90.59	55.87	10	
4698546.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	72	-24.15	92.05	61.02	12	
4698578.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	228	-23.76	89.11	61.47	13	
4698553.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	174	-24.03	90.62	61.63	15	
4698542.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	80	-19.04	91.80	51.74	13	
4698574.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	80	-22.18	91.20	57.50	12	
4698551.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	154	-20.54	90.78	54.66	13	
4698569.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	189	-22.97	91.51	59.23	15	
4698548.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	248	-19.99	90.89	54.13	15	
4698554.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	28	-19.61	89.16	54.86	8	
4698562.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	38	-19.92	86.89	56.03	10	
4698582.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	285	-20.64	91.15	55.21	17	
4698577.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	208	-20.98	90.83	55.92	17	
4698560.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	269	-22.32	87.99	59.87	17	
4698570.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	85	-21.63	88.63	58.48	13	
4698546.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	113	-19.70	87.89	55.41	17	
4698578.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	303	-22.27	86.52	60.62	23	
4698553.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	209	-20.89	88.14	57.09	15	
4698542.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	74	-17.58	86.49	52.24	12	
4698574.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	93	-21.40	88.34	57.91	14	
4698551.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	193	-19.48	88.91	53.93	18	
4698569.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	242	-21.59	88.26	58.27	17	
4698548.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	269	-21.97	87.93	59.44	20	
4698554.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	33	-20.61	88.93	56.12	5	
4698562.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	40	-20.05	87.50	56.20	6	
4698582.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	334	-21.78	87.94	58.93	26	
4698577.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	255	-21.23	88.02	57.62	20	
4698560.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system regulatory protein PhoU	102	-22.38	94.30	56.03	9	
4698570.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system regulatory protein PhoU	43	-22.25	91.79	57.02	7	
4698546.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system regulatory protein PhoU	49	-26.45	91.07	65.20	10	
4698578.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system regulatory protein PhoU	116	-22.47	93.88	56.51	10	
4698553.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system regulatory protein PhoU	87	-23.27	97.07	56.56	9	
4698542.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system regulatory protein PhoU	37	-22.84	94.99	56.88	7	
4698574.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system regulatory protein PhoU	44	-21.63	91.55	57.56	9	
4698551.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system regulatory protein PhoU	76	-20.49	95.19	52.29	10	
4698569.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system regulatory protein PhoU	75	-24.00	97.05	57.37	10	
4698548.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system regulatory protein PhoU	114	-20.11	94.95	51.18	12	
4698554.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system regulatory protein PhoU	17	-18.47	95.05	46.71	5	
4698562.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system regulatory protein PhoU	20	-20.80	95.77	50.45	5	
4698582.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system regulatory protein PhoU	146	-22.45	93.99	56.56	14	
4698577.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system regulatory protein PhoU	102	-21.34	94.56	53.73	8	
4698560.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Polyphosphate kinase (EC 2.7.4.1)	355	-25.07	95.66	58.70	25	
4698570.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Polyphosphate kinase (EC 2.7.4.1)	169	-20.94	93.26	53.34	20	
4698546.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Polyphosphate kinase (EC 2.7.4.1)	129	-22.70	94.91	55.20	20	
4698578.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Polyphosphate kinase (EC 2.7.4.1)	432	-24.89	92.34	60.07	21	
4698553.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Polyphosphate kinase (EC 2.7.4.1)	252	-26.19	97.05	59.62	14	
4698542.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Polyphosphate kinase (EC 2.7.4.1)	123	-20.68	95.07	51.24	19	
4698574.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Polyphosphate kinase (EC 2.7.4.1)	133	-23.02	92.77	57.06	17	
4698551.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Polyphosphate kinase (EC 2.7.4.1)	340	-22.65	95.38	54.86	24	
4698569.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Polyphosphate kinase (EC 2.7.4.1)	315	-24.74	97.24	57.19	16	
4698548.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Polyphosphate kinase (EC 2.7.4.1)	427	-22.45	94.05	55.53	33	
4698554.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Polyphosphate kinase (EC 2.7.4.1)	47	-26.11	95.54	60.65	7	
4698562.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Polyphosphate kinase (EC 2.7.4.1)	51	-24.53	95.24	57.78	7	
4698582.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Polyphosphate kinase (EC 2.7.4.1)	499	-22.96	93.78	56.44	34	
4698577.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Polyphosphate kinase (EC 2.7.4.1)	389	-23.53	94.60	56.73	30	
4698560.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Alkaline phosphatase (EC 3.1.3.1)	1241	-23.81	88.80	59.68	46	
4698570.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Alkaline phosphatase (EC 3.1.3.1)	421	-22.09	87.06	57.71	31	
4698546.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Alkaline phosphatase (EC 3.1.3.1)	401	-22.91	86.37	59.29	37	
4698578.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Alkaline phosphatase (EC 3.1.3.1)	1522	-23.74	87.78	60.48	56	
4698553.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Alkaline phosphatase (EC 3.1.3.1)	1143	-24.33	89.22	60.51	33	
4698542.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Alkaline phosphatase (EC 3.1.3.1)	334	-21.38	86.98	56.27	29	
4698574.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Alkaline phosphatase (EC 3.1.3.1)	441	-23.55	87.39	60.42	33	
4698551.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Alkaline phosphatase (EC 3.1.3.1)	965	-22.94	89.12	58.01	39	
4698569.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Alkaline phosphatase (EC 3.1.3.1)	1245	-23.99	89.14	60.01	33	
4698548.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Alkaline phosphatase (EC 3.1.3.1)	1251	-22.73	88.28	58.10	49	
4698554.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Alkaline phosphatase (EC 3.1.3.1)	186	-21.17	86.08	56.63	26	
4698562.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Alkaline phosphatase (EC 3.1.3.1)	205	-23.20	85.77	60.49	28	
4698582.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Alkaline phosphatase (EC 3.1.3.1)	1546	-23.14	87.95	59.15	48	
4698577.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Alkaline phosphatase (EC 3.1.3.1)	1176	-23.31	87.89	59.35	49	
4698560.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	243	-20.53	93.73	51.93	26	
4698570.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	99	-18.52	93.69	48.55	19	
4698546.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	100	-19.72	94.63	50.57	14	
4698578.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	207	-22.41	91.57	56.38	20	
4698553.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	168	-20.42	96.65	50.25	16	
4698542.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	80	-19.89	95.85	49.80	12	
4698574.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	91	-19.16	93.63	49.21	20	
4698551.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	215	-18.19	93.99	47.56	24	
4698569.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	194	-21.00	96.97	51.20	16	
4698548.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	282	-21.47	94.87	52.78	29	
4698554.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	24	-19.52	88.52	52.76	11	
4698562.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	32	-21.28	91.81	54.84	11	
4698582.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	319	-21.36	94.93	52.85	35	
4698577.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	284	-20.32	94.88	50.79	25	
4698560.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	169	-25.56	94.94	58.86	14	
4698570.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	51	-22.25	93.72	53.96	9	
4698546.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	61	-25.57	91.67	61.00	15	
4698578.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	157	-23.74	91.20	57.95	16	
4698553.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	201	-23.94	95.04	56.07	14	
4698542.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	54	-20.64	92.14	52.27	15	
4698574.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	61	-24.53	93.77	57.68	13	
4698551.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	128	-21.98	95.18	52.62	14	
4698569.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	224	-24.30	94.87	56.88	12	
4698548.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	189	-21.77	95.27	52.89	18	
4698554.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	21	-25.00	94.72	57.57	5	
4698562.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	24	-21.08	93.07	52.46	6	
4698582.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	209	-23.29	94.70	55.60	19	
4698577.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	155	-23.17	95.41	54.65	13	
4698560.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	126	-23.36	95.67	55.21	21	
4698570.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	27	-22.43	92.80	55.43	11	
4698546.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	65	-24.00	95.84	56.46	15	
4698578.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	107	-24.14	94.29	57.33	17	
4698553.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	94	-23.58	98.03	54.68	13	
4698542.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	58	-18.02	94.86	46.72	16	
4698574.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	32	-20.53	92.72	51.60	12	
4698551.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	89	-21.85	96.47	52.44	15	
4698569.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	99	-24.92	98.71	56.29	11	
4698548.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	128	-21.50	95.18	52.88	17	
4698554.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	11	-19.45	95.59	49.55	4	
4698562.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	14	-23.93	94.31	57.50	7	
4698582.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	146	-22.01	95.50	53.61	22	
4698577.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	106	-25.96	96.09	59.65	18	
4698560.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate starvation-inducible protein PhoH	36	-15.91	96.57	44.38	6	
4698570.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate starvation-inducible protein PhoH	25	-19.43	94.81	50.91	8	
4698546.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate starvation-inducible protein PhoH	34	-18.97	95.84	50.09	7	
4698578.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate starvation-inducible protein PhoH	547	-27.50	89.81	65.78	7	
4698553.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate starvation-inducible protein PhoH	34	-18.35	98.53	48.15	3	
4698542.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate starvation-inducible protein PhoH	35	-18.69	96.84	49.03	5	
4698574.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate starvation-inducible protein PhoH	28	-19.61	94.57	51.30	6	
4698551.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate starvation-inducible protein PhoH	20	-17.37	97.43	46.11	5	
4698569.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate starvation-inducible protein PhoH	37	-17.00	98.72	45.72	5	
4698548.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate starvation-inducible protein PhoH	147	-21.55	95.81	54.75	8	
4698554.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate starvation-inducible protein PhoH	5	-10.50	96.18	35.00	4	
4698562.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate starvation-inducible protein PhoH	5	-12.25	96.41	38.25	3	
4698582.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate starvation-inducible protein PhoH	154	-22.34	96.13	55.98	8	
4698577.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate starvation-inducible protein PhoH	85	-18.52	94.65	49.23	13	
4698560.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	148	-24.48	95.12	57.37	21	
4698570.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	60	-18.64	94.04	48.64	20	
4698546.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	94	-21.38	94.31	52.72	19	
4698578.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	184	-22.44	92.00	55.49	23	
