metagenome	level 1	level 2	level 3	function	abundance	avg eValue	avg % ident	avg align len	# hits	
4698577.3	Stress Response	Detoxification	Uptake of selenate and selenite	Sulfate and thiosulfate import ATP-binding protein CysA (EC 3.6.3.25)	5	-7.00	66.61	42.20	5	
4698560.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, ATP-binding component	31	-22.00	88.42	57.64	9	
4698570.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, ATP-binding component	11	-19.92	86.83	55.75	6	
4698546.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, ATP-binding component	21	-24.88	89.30	61.19	7	
4698578.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, ATP-binding component	16	-17.43	83.77	52.29	9	
4698553.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, ATP-binding component	31	-20.17	90.99	52.62	8	
4698542.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, ATP-binding component	22	-20.83	88.78	55.11	6	
4698574.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, ATP-binding component	17	-25.13	95.07	59.40	6	
4698551.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, ATP-binding component	17	-12.36	87.11	40.64	7	
4698569.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, ATP-binding component	30	-21.78	89.71	56.04	8	
4698548.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, ATP-binding component	26	-19.64	87.99	52.86	8	
4698582.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, ATP-binding component	41	-20.17	87.43	54.87	12	
4698577.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, ATP-binding component	61	-20.98	89.53	55.70	11	
4698560.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, periplasmic substrate-binding protein	20	-25.25	92.50	59.88	8	
4698570.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, periplasmic substrate-binding protein	10	-21.88	92.76	54.50	4	
4698546.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, periplasmic substrate-binding protein	13	-21.55	91.66	53.55	6	
4698578.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, periplasmic substrate-binding protein	11	-12.60	89.46	39.20	6	
4698553.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, periplasmic substrate-binding protein	28	-26.48	92.38	60.76	8	
4698542.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, periplasmic substrate-binding protein	18	-21.42	93.96	52.17	3	
4698574.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, periplasmic substrate-binding protein	9	-26.00	92.22	59.88	5	
4698551.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, periplasmic substrate-binding protein	15	-20.91	91.12	52.36	5	
4698569.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, periplasmic substrate-binding protein	28	-21.27	91.68	52.68	9	
4698548.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, periplasmic substrate-binding protein	31	-22.61	90.98	54.61	7	
4698554.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, periplasmic substrate-binding protein	2	-20.50	92.86	52.00	2	
4698562.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, periplasmic substrate-binding protein	5	-27.50	94.75	61.75	4	
4698582.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, periplasmic substrate-binding protein	40	-23.35	88.62	58.32	8	
4698577.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, periplasmic substrate-binding protein	27	-22.19	93.20	53.14	5	
4698560.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, permease component 1	15	-23.69	95.36	55.69	4	
4698570.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, permease component 1	11	-21.40	95.98	51.80	4	
4698546.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, permease component 1	13	-25.25	93.68	60.42	4	
4698578.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, permease component 1	11	-22.44	92.70	55.89	4	
4698553.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, permease component 1	26	-19.05	93.28	49.43	5	
4698542.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, permease component 1	9	-17.67	90.98	47.11	4	
4698574.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, permease component 1	12	-22.58	95.10	54.00	4	
4698551.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, permease component 1	6	-12.67	94.93	37.33	3	
4698569.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, permease component 1	28	-22.05	91.57	55.65	5	
4698548.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, permease component 1	37	-21.39	93.26	53.30	6	
4698554.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, permease component 1	2	-27.00	90.21	67.00	2	
4698562.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, permease component 1	1	-34.00	83.13	83.00	1	
4698582.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, permease component 1	40	-23.86	93.00	57.53	5	
4698577.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, permease component 1	28	-19.09	93.69	49.95	4	
4698560.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, permease component 2	21	-16.62	92.49	45.00	5	
4698570.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, permease component 2	7	-18.14	92.49	47.72	6	
4698546.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, permease component 2	24	-18.16	90.84	49.05	6	
4698578.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, permease component 2	11	-26.80	90.46	63.20	4	
4698553.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, permease component 2	16	-25.92	94.56	59.83	7	
4698542.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, permease component 2	15	-18.57	93.13	48.00	5	
4698574.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, permease component 2	5	-24.20	95.96	56.20	5	
4698551.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, permease component 2	14	-16.73	93.83	44.36	4	
4698569.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, permease component 2	21	-24.29	95.38	57.59	6	
4698548.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, permease component 2	32	-18.38	92.96	47.96	5	
4698554.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, permease component 2	1	-8.00	86.67	30.00	1	
4698562.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, permease component 2	1	-36.00	86.59	82.00	1	
4698582.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, permease component 2	44	-22.00	93.24	53.90	6	
4698577.3	Stress Response	Detoxification	Uptake of selenate and selenite	Various polyols ABC transporter, permease component 2	22	-15.62	92.11	43.69	5	
4698560.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaJ	160	-22.32	95.27	53.45	25	
4698570.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaJ	61	-22.70	93.45	54.76	19	
4698546.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaJ	71	-23.03	96.42	54.14	14	
4698578.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaJ	189	-26.05	94.39	60.15	19	
4698553.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaJ	118	-25.86	97.67	58.43	16	
4698542.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaJ	50	-21.00	96.54	50.98	12	
4698574.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaJ	66	-27.55	93.88	63.40	15	
4698551.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaJ	102	-21.50	95.86	51.56	17	
4698569.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaJ	129	-25.75	97.71	57.85	13	
4698548.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaJ	210	-22.48	95.00	53.97	27	
4698554.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaJ	17	-23.88	97.91	53.41	5	
4698562.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaJ	22	-23.90	96.76	55.00	6	
4698582.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaJ	243	-23.70	94.91	56.05	29	
4698577.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaJ	161	-23.07	95.09	54.91	25	
4698560.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaK	524	-24.98	97.82	58.88	35	
4698570.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaK	144	-20.76	97.00	52.09	28	
4698546.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaK	229	-23.02	98.16	55.38	26	
4698578.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaK	513	-26.14	96.99	61.70	39	
4698553.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaK	368	-23.30	97.90	56.56	35	
4698542.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaK	257	-21.74	98.07	53.16	22	
4698574.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaK	168	-22.52	96.14	55.67	29	
4698551.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaK	415	-23.75	97.89	56.96	32	
4698569.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaK	377	-23.38	98.03	56.39	37	
4698548.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaK	708	-23.21	97.81	55.97	49	
4698554.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaK	59	-22.86	97.82	55.37	16	
4698562.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaK	74	-26.88	97.82	62.63	13	
4698582.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaK	661	-23.62	97.61	56.71	46	
4698577.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaK	564	-22.87	97.47	55.53	43	
4698560.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	FIG001341: Probable Fe(2+)-trafficking protein YggX	25	-25.33	96.28	56.54	3	
4698570.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	FIG001341: Probable Fe(2+)-trafficking protein YggX	5	-22.00	98.75	50.60	1	
4698546.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	FIG001341: Probable Fe(2+)-trafficking protein YggX	7	-24.86	91.66	57.43	4	
4698578.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	FIG001341: Probable Fe(2+)-trafficking protein YggX	20	-22.75	92.08	53.95	3	
4698553.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	FIG001341: Probable Fe(2+)-trafficking protein YggX	19	-24.21	96.15	55.05	2	
4698542.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	FIG001341: Probable Fe(2+)-trafficking protein YggX	8	-11.50	93.99	34.38	2	
4698574.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	FIG001341: Probable Fe(2+)-trafficking protein YggX	8	-21.00	97.67	48.88	1	
4698551.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	FIG001341: Probable Fe(2+)-trafficking protein YggX	18	-24.33	96.68	54.83	2	
4698569.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	FIG001341: Probable Fe(2+)-trafficking protein YggX	20	-20.71	96.67	49.07	2	
4698548.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	FIG001341: Probable Fe(2+)-trafficking protein YggX	27	-21.93	96.76	50.74	3	
4698554.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	FIG001341: Probable Fe(2+)-trafficking protein YggX	3	-16.67	97.45	42.00	1	
4698562.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	FIG001341: Probable Fe(2+)-trafficking protein YggX	4	-28.50	96.36	61.75	2	
4698582.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	FIG001341: Probable Fe(2+)-trafficking protein YggX	33	-23.12	96.52	52.97	3	
4698577.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	FIG001341: Probable Fe(2+)-trafficking protein YggX	14	-32.21	97.41	67.79	2	
4698560.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Glutathione synthetase (EC 6.3.2.3)	170	-23.37	94.19	56.73	23	
4698570.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Glutathione synthetase (EC 6.3.2.3)	59	-17.59	89.90	49.64	15	
4698546.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Glutathione synthetase (EC 6.3.2.3)	58	-22.31	94.73	54.48	11	
4698578.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Glutathione synthetase (EC 6.3.2.3)	197	-23.71	93.34	57.69	14	
4698553.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Glutathione synthetase (EC 6.3.2.3)	127	-24.15	95.93	56.67	13	
4698542.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Glutathione synthetase (EC 6.3.2.3)	52	-18.92	94.56	49.02	12	
4698574.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Glutathione synthetase (EC 6.3.2.3)	59	-20.73	90.96	54.58	15	
4698551.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Glutathione synthetase (EC 6.3.2.3)	152	-20.88	95.03	51.92	16	
4698569.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Glutathione synthetase (EC 6.3.2.3)	130	-24.53	95.88	57.46	13	
4698548.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Glutathione synthetase (EC 6.3.2.3)	236	-20.31	91.77	52.50	25	
4698554.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Glutathione synthetase (EC 6.3.2.3)	29	-27.93	94.64	63.07	6	
4698562.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Glutathione synthetase (EC 6.3.2.3)	29	-29.22	93.81	65.67	6	
4698582.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Glutathione synthetase (EC 6.3.2.3)	243	-21.41	91.58	54.59	28	
4698577.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Glutathione synthetase (EC 6.3.2.3)	160	-23.01	93.77	55.87	21	
4698560.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat shock protein GrpE	130	-24.41	94.97	59.32	12	
4698570.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat shock protein GrpE	33	-20.45	95.13	51.97	8	
4698546.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat shock protein GrpE	44	-21.89	94.61	55.83	7	
4698578.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat shock protein GrpE	105	-22.28	91.82	56.84	11	
4698553.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat shock protein GrpE	78	-20.87	94.38	53.15	9	
4698542.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat shock protein GrpE	32	-20.93	93.97	53.78	6	
4698574.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat shock protein GrpE	38	-25.42	93.95	62.20	7	
4698551.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat shock protein GrpE	82	-21.74	95.52	53.77	10	
4698569.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat shock protein GrpE	88	-22.24	95.42	55.05	11	
4698548.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat shock protein GrpE	185	-23.41	93.58	57.81	17	
4698554.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat shock protein GrpE	14	-22.71	97.39	55.64	3	
4698562.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat shock protein GrpE	14	-24.86	93.67	61.50	6	
4698582.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat shock protein GrpE	191	-23.81	93.28	58.58	21	
4698577.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat shock protein GrpE	121	-21.85	92.78	55.39	18	
4698560.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat-inducible transcription repressor HrcA	80	-15.90	93.15	44.27	13	
4698570.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat-inducible transcription repressor HrcA	38	-13.76	91.47	41.72	10	
4698546.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat-inducible transcription repressor HrcA	47	-19.57	94.13	50.85	9	
4698578.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat-inducible transcription repressor HrcA	36	-20.68	88.59	55.62	8	
4698553.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat-inducible transcription repressor HrcA	60	-20.70	95.11	51.40	12	
4698542.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat-inducible transcription repressor HrcA	28	-19.54	93.50	51.18	8	
4698574.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat-inducible transcription repressor HrcA	23	-17.87	91.37	50.35	8	
4698551.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat-inducible transcription repressor HrcA	60	-15.43	93.74	43.33	13	
4698569.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat-inducible transcription repressor HrcA	48	-19.58	94.35	50.65	11	
4698548.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat-inducible transcription repressor HrcA	129	-18.21	95.22	47.03	14	
4698554.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat-inducible transcription repressor HrcA	7	-15.57	93.34	45.29	2	
4698562.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat-inducible transcription repressor HrcA	8	-22.88	90.69	61.00	2	
4698582.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat-inducible transcription repressor HrcA	145	-18.32	93.80	48.08	14	
4698577.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat-inducible transcription repressor HrcA	127	-19.46	92.30	51.24	14	
4698560.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Hypothetical radical SAM family enzyme in heat shock gene cluster, similarity with CPO of BS HemN-type	39	-17.34	84.25	50.50	3	
4698570.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Hypothetical radical SAM family enzyme in heat shock gene cluster, similarity with CPO of BS HemN-type	10	-13.90	80.11	45.80	3	
4698546.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Hypothetical radical SAM family enzyme in heat shock gene cluster, similarity with CPO of BS HemN-type	25	-16.35	79.79	51.35	2	
4698578.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Hypothetical radical SAM family enzyme in heat shock gene cluster, similarity with CPO of BS HemN-type	14	-15.20	80.65	49.07	3	
4698553.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Hypothetical radical SAM family enzyme in heat shock gene cluster, similarity with CPO of BS HemN-type	27	-12.44	82.66	42.04	4	
4698542.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Hypothetical radical SAM family enzyme in heat shock gene cluster, similarity with CPO of BS HemN-type	20	-14.90	78.74	49.05	4	
4698574.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Hypothetical radical SAM family enzyme in heat shock gene cluster, similarity with CPO of BS HemN-type	11	-16.36	80.56	51.27	3	
4698551.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Hypothetical radical SAM family enzyme in heat shock gene cluster, similarity with CPO of BS HemN-type	31	-18.30	84.08	51.17	4	
4698569.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Hypothetical radical SAM family enzyme in heat shock gene cluster, similarity with CPO of BS HemN-type	24	-12.64	81.52	42.91	3	
4698548.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Hypothetical radical SAM family enzyme in heat shock gene cluster, similarity with CPO of BS HemN-type	40	-15.03	78.03	50.12	3	
4698554.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Hypothetical radical SAM family enzyme in heat shock gene cluster, similarity with CPO of BS HemN-type	2	-16.00	75.78	55.50	2	
4698562.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Hypothetical radical SAM family enzyme in heat shock gene cluster, similarity with CPO of BS HemN-type	2	-12.00	75.71	47.00	2	
4698582.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Hypothetical radical SAM family enzyme in heat shock gene cluster, similarity with CPO of BS HemN-type	50	-14.47	77.62	49.14	3	
4698577.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Hypothetical radical SAM family enzyme in heat shock gene cluster, similarity with CPO of BS HemN-type	27	-13.63	80.11	45.63	3	
4698560.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Hypothetical radical SAM family enzyme, NOT coproporphyrinogen III oxidase, oxygen-independent	2	-23.50	67.05	77.50	1	
4698570.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Hypothetical radical SAM family enzyme, NOT coproporphyrinogen III oxidase, oxygen-independent	5	-17.75	69.71	58.75	4	
4698546.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Hypothetical radical SAM family enzyme, NOT coproporphyrinogen III oxidase, oxygen-independent	2	-22.50	77.15	61.00	1	
4698578.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Hypothetical radical SAM family enzyme, NOT coproporphyrinogen III oxidase, oxygen-independent	22	-19.58	71.15	61.71	5	
4698542.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Hypothetical radical SAM family enzyme, NOT coproporphyrinogen III oxidase, oxygen-independent	4	-17.50	73.47	54.00	3	
4698574.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Hypothetical radical SAM family enzyme, NOT coproporphyrinogen III oxidase, oxygen-independent	5	-23.75	75.84	65.50	2	
4698551.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Hypothetical radical SAM family enzyme, NOT coproporphyrinogen III oxidase, oxygen-independent	2	-16.50	60.31	66.50	2	
4698548.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Hypothetical radical SAM family enzyme, NOT coproporphyrinogen III oxidase, oxygen-independent	22	-20.71	76.35	60.07	5	
4698554.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Hypothetical radical SAM family enzyme, NOT coproporphyrinogen III oxidase, oxygen-independent	2	-19.50	65.29	68.00	2	
4698562.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Hypothetical radical SAM family enzyme, NOT coproporphyrinogen III oxidase, oxygen-independent	2	-18.50	64.60	66.00	2	
4698582.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Hypothetical radical SAM family enzyme, NOT coproporphyrinogen III oxidase, oxygen-independent	21	-21.93	74.22	64.67	5	
4698577.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Hypothetical radical SAM family enzyme, NOT coproporphyrinogen III oxidase, oxygen-independent	5	-17.00	77.26	51.20	3	
4698560.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	MiaB family protein, possibly involved in tRNA or rRNA modification	18	-18.87	83.61	55.47	12	
4698570.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	MiaB family protein, possibly involved in tRNA or rRNA modification	27	-18.95	87.09	51.76	14	
4698546.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	MiaB family protein, possibly involved in tRNA or rRNA modification	12	-20.36	92.20	53.64	7	
4698578.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	MiaB family protein, possibly involved in tRNA or rRNA modification	53	-21.72	88.95	55.81	12	
4698553.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	MiaB family protein, possibly involved in tRNA or rRNA modification	25	-19.11	93.06	49.42	8	
4698542.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	MiaB family protein, possibly involved in tRNA or rRNA modification	15	-18.00	93.77	47.75	7	
4698574.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	MiaB family protein, possibly involved in tRNA or rRNA modification	34	-19.75	88.22	52.38	13	
4698551.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	MiaB family protein, possibly involved in tRNA or rRNA modification	21	-15.23	88.39	45.71	13	
4698569.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	MiaB family protein, possibly involved in tRNA or rRNA modification	31	-21.79	92.58	54.83	11	
4698548.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	MiaB family protein, possibly involved in tRNA or rRNA modification	85	-22.20	86.92	57.97	17	
4698554.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	MiaB family protein, possibly involved in tRNA or rRNA modification	3	-11.33	85.14	37.33	2	
4698562.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	MiaB family protein, possibly involved in tRNA or rRNA modification	3	-10.67	92.11	35.33	3	
4698582.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	MiaB family protein, possibly involved in tRNA or rRNA modification	103	-22.27	86.81	58.53	17	
4698577.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	MiaB family protein, possibly involved in tRNA or rRNA modification	62	-20.91	87.45	56.26	17	
4698560.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.15)	74	-22.35	92.33	55.86	14	
4698570.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.15)	33	-19.21	91.86	50.07	10	
4698546.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.15)	29	-21.88	90.43	55.69	9	
4698578.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.15)	84	-24.77	88.82	62.05	11	
4698553.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.15)	64	-22.26	93.73	54.32	9	
